description,name,zipcrid,zip,cr,ex_name,state,statefips,countyfips,lat,lon,totrescnt,mfdu,sfdu,boxcnt,bizcnt,relver,geometry
,20007C064,20007C064,20007,C064,WASHINGTON,DC,11,11001,38.9096957217647,-77.0693292234535,364,79,285,0,9,1.13.2,"<MultiGeometry><Polygon><outerBoundaryIs><LinearRing><coordinates>-77.067812,38.906766,0.0 -77.06525,38.90682,0.0 -77.065283,38.90781,0.0 -77.066065,38.907793,0.0 -77.066082,38.908789,0.0 -77.067839,38.908747,0.0 -77.067812,38.906766,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>-77.067872,38.910723,0.0 -77.069162,38.910692,0.0 -77.069207,38.911726,0.0 -77.07306,38.911524,0.0 -77.07308,38.910555,0.0 -77.072883,38.909245,0.0 -77.07162,38.909253,0.0 -77.071621,38.908634,0.0 -77.067839,38.908747,0.0 -77.067854,38.909737,0.0 -77.067872,38.910723,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>-77.067872,38.910723,0.0 -77.066112,38.910758,0.0 -77.066124,38.911745,0.0 -77.067891,38.91172,0.0 -77.067872,38.910723,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon></MultiGeometry>"
,20007C032,20007C032,20007,C032,WASHINGTON,DC,11,11001,38.9254895951145,-77.0796342723714,748,747,1,0,3,1.13.2,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-77.078883,38.924699,0.0 -77.078872,38.925815,0.0 -77.078263,38.92577,0.0 -77.077058,38.925421,0.0 -77.077048,38.926183,0.0 -77.079178,38.926202,0.0 -77.080002,38.925966,0.0 -77.081301,38.926043,0.0 -77.081561,38.924708,0.0 -77.08031,38.924701,0.0 -77.078883,38.924699,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,20008C002,20008C002,20008,C002,WASHINGTON,DC,11,11001,38.9475212097168,-77.0661888122559,541,472,69,0,33,1.13.2,"<MultiGeometry><Polygon><outerBoundaryIs><LinearRing><coordinates>-77.066259,38.946241,0.0 -77.065006,38.946736,0.0 -77.065678,38.947895,0.0 -77.066215,38.948825,0.0 -77.069843,38.948792,0.0 -77.069844,38.947897,0.0 -77.066908,38.947895,0.0 -77.06694,38.946933,0.0 -77.067646,38.946253,0.0 -77.066259,38.946241,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>-77.067325,38.950726,0.0 -77.068123,38.952096,0.0 -77.069844,38.952095,0.0 -77.069845,38.950728,0.0 -77.067325,38.950726,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon></MultiGeometry>"
,20008C001,20008C001,20008,C001,WASHINGTON,DC,11,11001,38.9534747512123,-77.0708185751523,657,516,141,0,32,1.13.2,"<MultiGeometry><Polygon><outerBoundaryIs><LinearRing><coordinates>-77.069845,38.949686,0.0 -77.069845,38.950728,0.0 -77.069844,38.952095,0.0 -77.068123,38.952096,0.0 -77.068825,38.953308,0.0 -77.069837,38.953304,0.0 -77.069596,38.953973,0.0 -77.069425,38.954336,0.0 -77.06963,38.954691,0.0 -77.069226,38.954694,0.0 -77.06893,38.955632,0.0 -77.068234,38.956729,0.0 -77.0693,38.957339,0.0 -77.070411,38.956033,0.0 -77.071559,38.954693,0.0 -77.072726,38.954692,0.0 -77.072254,38.953879,0.0 -77.073729,38.952151,0.0 -77.07152,38.952097,0.0 -77.07159,38.951106,0.0 -77.07212,38.949686,0.0 -77.069845,38.949686,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>-77.072945,38.955065,0.0 -77.071671,38.956558,0.0 -77.074107,38.956589,0.0 -77.073462,38.955865,0.0 -77.072945,38.955065,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon></MultiGeometry>"
,20008C015,20008C015,20008,C015,WASHINGTON,DC,11,11001,38.9439932401382,-77.0656965297815,688,688,0,0,24,1.13.2,"<MultiGeometry><Polygon><outerBoundaryIs><LinearRing><coordinates>-77.062921,38.943154,0.0 -77.065006,38.946736,0.0 -77.066259,38.946241,0.0 -77.067646,38.946253,0.0 -77.06985,38.946278,0.0 -77.069823,38.944031,0.0 -77.069315,38.943161,0.0 -77.067712,38.943054,0.0 -77.067701,38.942084,0.0 -77.067541,38.941843,0.0 -77.067266,38.941664,0.0 -77.066856,38.941569,0.0 -77.065645,38.941561,0.0 -77.065064,38.941569,0.0 -77.064898,38.941684,0.0 -77.064891,38.943157,0.0 -77.062921,38.943154,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>-77.062921,38.943154,0.0 -77.062263,38.942016,0.0 -77.059932,38.942055,0.0 -77.058334,38.942568,0.0 -77.058418,38.943212,0.0 -77.062921,38.943154,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon></MultiGeometry>"
,20008C021,20008C021,20008,C021,WASHINGTON,DC,11,11001,38.9130655463695,-77.0520653582605,417,338,79,0,68,1.13.2,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-77.0526,38.914829,0.0 -77.052602,38.915572,0.0 -77.0551,38.915574,0.0 -77.055252,38.915511,0.0 -77.057355,38.91706,0.0 -77.057739,38.916531,0.0 -77.057806,38.916208,0.0 -77.057759,38.916002,0.0 -77.057372,38.915626,0.0 -77.05572,38.914413,0.0 -77.055077,38.914077,0.0 -77.054982,38.91391,0.0 -77.055042,38.913454,0.0 -77.054854,38.913216,0.0 -77.052046,38.911848,0.0 -77.051039,38.910854,0.0 -77.050595,38.910406,0.0 -77.050223,38.909858,0.0 -77.050034,38.909784,0.0 -77.049973,38.909635,0.0 -77.049341,38.909635,0.0 -77.04929,38.909849,0.0 -77.04904,38.909872,0.0 -77.048772,38.910703,0.0 -77.048794,38.910414,0.0 -77.047125,38.910432,0.0 -77.047119,38.910361,0.0 -77.046634,38.910338,0.0 -77.04663,38.911128,0.0 -77.047725,38.911129,0.0 -77.04879,38.911501,0.0 -77.048109,38.912037,0.0 -77.047553,38.912608,0.0 -77.048786,38.912606,0.0 -77.04879,38.913351,0.0 -77.052087,38.913349,0.0 -77.052214,38.913288,0.0 -77.05267,38.91362,0.0 -77.052606,38.913746,0.0 -77.0526,38.914829,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,20008C018,20008C018,20008,C018,WASHINGTON,DC,11,11001,38.9445427405492,-77.0597355143622,689,644,45,0,6,1.13.2,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-77.065006,38.946736,0.0 -77.062921,38.943154,0.0 -77.058418,38.943212,0.0 -77.058334,38.942568,0.0 -77.059932,38.942055,0.0 -77.057098,38.942051,0.0 -77.056687,38.942528,0.0 -77.056224,38.942815,0.0 -77.056202,38.942112,0.0 -77.055954,38.942278,0.0 -77.055262,38.943509,0.0 -77.055204,38.943998,0.0 -77.055284,38.944367,0.0 -77.055892,38.94539,0.0 -77.05623,38.946297,0.0 -77.057145,38.945913,0.0 -77.0577,38.946001,0.0 -77.058903,38.945944,0.0 -77.059509,38.945818,0.0 -77.059984,38.946139,0.0 -77.060271,38.946148,0.0 -77.060628,38.946037,0.0 -77.060895,38.945706,0.0 -77.061266,38.945678,0.0 -77.061644,38.945779,0.0 -77.061722,38.945868,0.0 -77.0622,38.945854,0.0 -77.062656,38.946106,0.0 -77.063522,38.946267,0.0 -77.063798,38.946414,0.0 -77.064854,38.947893,0.0 -77.065678,38.947895,0.0 -77.065006,38.946736,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,20008C031,20008C031,20008,C031,WASHINGTON,DC,11,11001,38.9253692626953,-77.0590629577637,337,76,261,0,3,1.13.2,"<MultiGeometry><Polygon><outerBoundaryIs><LinearRing><coordinates>-77.057637,38.926173,0.0 -77.058309,38.926285,0.0 -77.05901,38.926528,0.0 -77.060041,38.927264,0.0 -77.060396,38.927434,0.0 -77.061356,38.927525,0.0 -77.061251,38.926197,0.0 -77.06138,38.92606,0.0 -77.057718,38.923213,0.0 -77.057637,38.923355,0.0 -77.057637,38.926173,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>-77.057637,38.926173,0.0 -77.05533,38.925876,0.0 -77.055331,38.926792,0.0 -77.055339,38.928337,0.0 -77.056449,38.928562,0.0 -77.057655,38.928807,0.0 -77.057637,38.926173,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>-77.057655,38.928807,0.0 -77.057692,38.928998,0.0 -77.058179,38.929821,0.0 -77.058788,38.929705,0.0 -77.06052,38.929713,0.0 -77.060774,38.929834,0.0 -77.061027,38.930244,0.0 -77.062304,38.930133,0.0 -77.061706,38.929696,0.0 -77.061338,38.929011,0.0 -77.05819,38.929014,0.0 -77.057655,38.928807,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon></MultiGeometry>"
,20008C030,20008C030,20008,C030,WASHINGTON,DC,11,11001,38.9287959312418,-77.0626482695473,240,0,240,0,3,1.13.2,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-77.065271,38.93121,0.0 -77.065261,38.932543,0.0 -77.066384,38.932541,0.0 -77.066384,38.927527,0.0 -77.06324,38.92752,0.0 -77.06138,38.92606,0.0 -77.061251,38.926197,0.0 -77.061356,38.927525,0.0 -77.060396,38.927434,0.0 -77.060041,38.927264,0.0 -77.05901,38.926528,0.0 -77.058309,38.926285,0.0 -77.057637,38.926173,0.0 -77.057655,38.928807,0.0 -77.05819,38.929014,0.0 -77.061338,38.929011,0.0 -77.061706,38.929696,0.0 -77.062304,38.930133,0.0 -77.064502,38.93101,0.0 -77.065271,38.93121,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,20008C004,20008C004,20008,C004,WASHINGTON,DC,11,11001,38.9213185,-77.0499575,594,538,56,0,71,1.13.2,"<MultiGeometry><Polygon><outerBoundaryIs><LinearRing><coordinates>-77.049057,38.919324,0.0 -77.048619,38.919929,0.0 -77.048059,38.920508,0.0 -77.048359,38.921128,0.0 -77.048109,38.921596,0.0 -77.049243,38.92194,0.0 -77.049905,38.921453,0.0 -77.050133,38.921157,0.0 -77.049057,38.919324,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>-77.049289,38.917101,0.0 -77.047235,38.91774,0.0 -77.047597,38.918431,0.0 -77.04794,38.918613,0.0 -77.048608,38.918797,0.0 -77.048886,38.918686,0.0 -77.048885,38.918544,0.0 -77.048753,38.918373,0.0 -77.049777,38.918054,0.0 -77.049289,38.917101,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>-77.049666,38.923421,0.0 -77.049749,38.924346,0.0 -77.050146,38.925238,0.0 -77.051341,38.925355,0.0 -77.05268,38.925536,0.0 -77.051513,38.923529,0.0 -77.049666,38.923421,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon></MultiGeometry>"
,20008C016,20008C016,20008,C016,WASHINGTON,DC,11,11001,38.9532286927188,-77.0681997989665,842,793,49,0,7,1.13.2,"<MultiGeometry><Polygon><outerBoundaryIs><LinearRing><coordinates>-77.068123,38.952096,0.0 -77.067325,38.950726,0.0 -77.065171,38.950724,0.0 -77.065169,38.951852,0.0 -77.065171,38.9533,0.0 -77.068825,38.953308,0.0 -77.068123,38.952096,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>-77.068825,38.953308,0.0 -77.069239,38.954016,0.0 -77.069596,38.953973,0.0 -77.069837,38.953304,0.0 -77.068825,38.953308,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>-77.072726,38.954692,0.0 -77.071559,38.954693,0.0 -77.070411,38.956033,0.0 -77.071107,38.957223,0.0 -77.071671,38.956558,0.0 -77.072945,38.955065,0.0 -77.072726,38.954692,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>-77.069425,38.954336,0.0 -77.069313,38.954431,0.0 -77.069226,38.954694,0.0 -77.06963,38.954691,0.0 -77.069425,38.954336,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon></MultiGeometry>"
,20008C770,20008C770,20008,C770,WASHINGTON,DC,11,11001,38.9348147176534,-77.058940177783,0,0,0,0,0,1.13.2,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-77.057649,38.934083,0.0 -77.058509,38.935566,0.0 -77.059845,38.935587,0.0 -77.059846,38.934581,0.0 -77.05991,38.934349,0.0 -77.059378,38.934164,0.0 -77.058544,38.934209,0.0 -77.057649,38.934083,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,20008C112,20008C112,20008,C112,WASHINGTON,DC,11,11001,38.9290620288521,-77.0495804647757,1,0,1,0,0,1.13.2,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-77.050581,38.933268,0.0 -77.050999,38.933486,0.0 -77.051485,38.933585,0.0 -77.052959,38.933542,0.0 -77.054582,38.932704,0.0 -77.054967,38.93158,0.0 -77.054573,38.9309,0.0 -77.055558,38.930484,0.0 -77.054719,38.929042,0.0 -77.054051,38.929199,0.0 -77.053437,38.928589,0.0 -77.052387,38.927959,0.0 -77.052321,38.927852,0.0 -77.052355,38.927734,0.0 -77.051829,38.927568,0.0 -77.05137,38.927245,0.0 -77.050146,38.925238,0.0 -77.049749,38.924346,0.0 -77.049666,38.923421,0.0 -77.049009,38.923377,0.0 -77.048565,38.923344,0.0 -77.048625,38.924013,0.0 -77.047894,38.924719,0.0 -77.047222,38.925253,0.0 -77.045383,38.9261,0.0 -77.044508,38.926684,0.0 -77.044329,38.926842,0.0 -77.044398,38.927464,0.0 -77.044672,38.92749,0.0 -77.04447,38.927857,0.0 -77.044482,38.928068,0.0 -77.04385,38.92802,0.0 -77.044027,38.928768,0.0 -77.044582,38.929607,0.0 -77.045032,38.930057,0.0 -77.046771,38.931464,0.0 -77.047179,38.931441,0.0 -77.047615,38.931652,0.0 -77.049315,38.932092,0.0 -77.050119,38.932159,0.0 -77.050228,38.932111,0.0 -77.050584,38.932251,0.0 -77.050787,38.932413,0.0 -77.050989,38.932779,0.0 -77.051054,38.933143,0.0 -77.050951,38.933202,0.0 -77.05077,38.933158,0.0 -77.050581,38.933268,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,20008C033,20008C033,20008,C033,WASHINGTON,DC,11,11001,38.9223815121757,-77.0540801993375,948,946,2,0,31,1.13.2,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-77.056644,38.919803,0.0 -77.056547,38.919509,0.0 -77.057657,38.919256,0.0 -77.058888,38.918319,0.0 -77.059084,38.918313,0.0 -77.05832,38.917762,0.0 -77.058001,38.917532,0.0 -77.057266,38.918051,0.0 -77.055345,38.918724,0.0 -77.054313,38.919523,0.0 -77.053961,38.919682,0.0 -77.052663,38.919958,0.0 -77.052131,38.919655,0.0 -77.05135,38.919773,0.0 -77.051053,38.919984,0.0 -77.050661,38.92075,0.0 -77.050428,38.920866,0.0 -77.050216,38.921301,0.0 -77.050416,38.921645,0.0 -77.049582,38.922312,0.0 -77.049009,38.923377,0.0 -77.049666,38.923421,0.0 -77.051513,38.923529,0.0 -77.05268,38.925536,0.0 -77.05533,38.925876,0.0 -77.057637,38.926173,0.0 -77.057637,38.923355,0.0 -77.057718,38.923213,0.0 -77.056079,38.923284,0.0 -77.056072,38.922925,0.0 -77.055892,38.922651,0.0 -77.054482,38.921937,0.0 -77.054036,38.921164,0.0 -77.055174,38.920663,0.0 -77.05577,38.920099,0.0 -77.056363,38.920347,0.0 -77.056907,38.920297,0.0 -77.056946,38.920176,0.0 -77.056644,38.919803,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,20008C013,20008C013,20008,C013,WASHINGTON,DC,11,11001,38.9498928799721,-77.0670281099872,938,938,0,0,22,1.13.2,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-77.069843,38.948792,0.0 -77.066215,38.948825,0.0 -77.066714,38.949683,0.0 -77.062926,38.949677,0.0 -77.062927,38.950226,0.0 -77.064285,38.950711,0.0 -77.065171,38.950724,0.0 -77.067325,38.950726,0.0 -77.069845,38.950728,0.0 -77.069845,38.949686,0.0 -77.069843,38.948792,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,20008C014,20008C014,20008,C014,WASHINGTON,DC,11,11001,38.9171093261769,-77.053544345829,197,5,192,0,24,1.13.2,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-77.048753,38.918373,0.0 -77.048885,38.918544,0.0 -77.048886,38.918686,0.0 -77.048608,38.918797,0.0 -77.048816,38.918921,0.0 -77.049057,38.919324,0.0 -77.050133,38.921157,0.0 -77.050216,38.921301,0.0 -77.050428,38.920866,0.0 -77.050661,38.92075,0.0 -77.051053,38.919984,0.0 -77.05135,38.919773,0.0 -77.052131,38.919655,0.0 -77.052663,38.919958,0.0 -77.053961,38.919682,0.0 -77.054313,38.919523,0.0 -77.055345,38.918724,0.0 -77.057266,38.918051,0.0 -77.058001,38.917532,0.0 -77.05832,38.917762,0.0 -77.058486,38.917622,0.0 -77.05871,38.917163,0.0 -77.058988,38.916354,0.0 -77.059087,38.915896,0.0 -77.058882,38.915452,0.0 -77.058552,38.915316,0.0 -77.057706,38.914671,0.0 -77.055687,38.913384,0.0 -77.055323,38.91293,0.0 -77.054372,38.912478,0.0 -77.053637,38.912328,0.0 -77.052514,38.911896,0.0 -77.052255,38.911575,0.0 -77.051761,38.911259,0.0 -77.05126,38.910753,0.0 -77.051039,38.910854,0.0 -77.052046,38.911848,0.0 -77.054854,38.913216,0.0 -77.055042,38.913454,0.0 -77.054982,38.91391,0.0 -77.055077,38.914077,0.0 -77.05572,38.914413,0.0 -77.057372,38.915626,0.0 -77.057759,38.916002,0.0 -77.057806,38.916208,0.0 -77.057739,38.916531,0.0 -77.057355,38.91706,0.0 -77.055252,38.915511,0.0 -77.0551,38.915574,0.0 -77.052602,38.915572,0.0 -77.0526,38.914829,0.0 -77.050625,38.91483,0.0 -77.05062,38.916704,0.0 -77.049289,38.917101,0.0 -77.049777,38.918054,0.0 -77.048753,38.918373,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,20008C034,20008C034,20008,C034,WASHINGTON,DC,11,11001,38.9158696007054,-77.0488004372381,618,570,48,0,12,1.13.2,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-77.050616,38.914091,0.0 -77.048118,38.914094,0.0 -77.048562,38.915157,0.0 -77.046285,38.915991,0.0 -77.047235,38.91774,0.0 -77.049289,38.917101,0.0 -77.05062,38.916704,0.0 -77.050625,38.91483,0.0 -77.050616,38.914091,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,20008C032,20008C032,20008,C032,WASHINGTON,DC,11,11001,38.9344398461492,-77.0549488826542,743,719,24,0,40,1.13.2,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-77.058509,38.935566,0.0 -77.057649,38.934083,0.0 -77.05677,38.93257,0.0 -77.054597,38.932802,0.0 -77.053937,38.933229,0.0 -77.052959,38.933542,0.0 -77.051485,38.933585,0.0 -77.050999,38.933486,0.0 -77.050581,38.933268,0.0 -77.049884,38.933683,0.0 -77.049383,38.933863,0.0 -77.049045,38.93417,0.0 -77.049439,38.934203,0.0 -77.050494,38.934064,0.0 -77.051188,38.934075,0.0 -77.051497,38.936321,0.0 -77.052314,38.9353,0.0 -77.052345,38.934709,0.0 -77.052597,38.93431,0.0 -77.05326,38.934696,0.0 -77.054142,38.935071,0.0 -77.056417,38.935906,0.0 -77.057612,38.936237,0.0 -77.058494,38.936727,0.0 -77.059243,38.936824,0.0 -77.058509,38.935566,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,20008C005,20008C005,20008,C005,WASHINGTON,DC,11,11001,38.9375953719206,-77.0546342383689,1001,996,5,0,9,1.13.2,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-77.061517,38.940735,0.0 -77.060058,38.938226,0.0 -77.061359,38.938236,0.0 -77.062684,38.93856,0.0 -77.062614,38.938236,0.0 -77.062773,38.937987,0.0 -77.063105,38.937845,0.0 -77.063808,38.937716,0.0 -77.065524,38.937724,0.0 -77.065833,38.937819,0.0 -77.066389,38.938151,0.0 -77.066387,38.937335,0.0 -77.065776,38.937307,0.0 -77.064632,38.937094,0.0 -77.06343,38.937359,0.0 -77.062053,38.937328,0.0 -77.061308,38.937217,0.0 -77.060074,38.936863,0.0 -77.059243,38.936824,0.0 -77.058494,38.936727,0.0 -77.057612,38.936237,0.0 -77.056417,38.935906,0.0 -77.054142,38.935071,0.0 -77.05326,38.934696,0.0 -77.052597,38.93431,0.0 -77.052345,38.934709,0.0 -77.052314,38.9353,0.0 -77.051497,38.936321,0.0 -77.051188,38.934075,0.0 -77.050494,38.934064,0.0 -77.049439,38.934203,0.0 -77.049045,38.93417,0.0 -77.049383,38.933863,0.0 -77.049884,38.933683,0.0 -77.050581,38.933268,0.0 -77.050424,38.933189,0.0 -77.049614,38.933657,0.0 -77.049188,38.933815,0.0 -77.048261,38.934715,0.0 -77.04769,38.93516,0.0 -77.04765,38.935339,0.0 -77.046644,38.93573,0.0 -77.045962,38.935882,0.0 -77.0462,38.936214,0.0 -77.047016,38.936598,0.0 -77.047873,38.937562,0.0 -77.049918,38.93845,0.0 -77.051432,38.939609,0.0 -77.051794,38.93983,0.0 -77.0524,38.94045,0.0 -77.05259,38.940277,0.0 -77.052713,38.939735,0.0 -77.052803,38.939682,0.0 -77.054714,38.939818,0.0 -77.054943,38.939952,0.0 -77.055077,38.940142,0.0 -77.055104,38.940344,0.0 -77.05501,38.94066,0.0 -77.05556,38.940718,0.0 -77.056211,38.940924,0.0 -77.058631,38.940967,0.0 -77.058759,38.940784,0.0 -77.061517,38.940735,0.0</coordinates></LinearRing></outerBoundaryIs><innerBoundaryIs><LinearRing><coordinates>-77.058759,38.940784,0.0 -77.056783,38.940585,0.0 -77.056475,38.939795,0.0 -77.057286,38.940289,0.0 -77.05857,38.940375,0.0 -77.058759,38.940784,0.0</coordinates></LinearRing></innerBoundaryIs></Polygon>"
,20008C017,20008C017,20008,C017,WASHINGTON,DC,11,11001,38.9310614213256,-77.0573111122474,852,828,24,0,5,1.13.2,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-77.052959,38.933542,0.0 -77.053937,38.933229,0.0 -77.054597,38.932802,0.0 -77.05677,38.93257,0.0 -77.057809,38.932713,0.0 -77.058062,38.932663,0.0 -77.058359,38.932179,0.0 -77.058462,38.931457,0.0 -77.058551,38.9313,0.0 -77.059931,38.930367,0.0 -77.061027,38.930244,0.0 -77.060774,38.929834,0.0 -77.06052,38.929713,0.0 -77.058788,38.929705,0.0 -77.058179,38.929821,0.0 -77.057692,38.928998,0.0 -77.057655,38.928807,0.0 -77.056449,38.928562,0.0 -77.057475,38.930326,0.0 -77.057317,38.930638,0.0 -77.057137,38.931388,0.0 -77.056261,38.931695,0.0 -77.055558,38.930484,0.0 -77.054573,38.9309,0.0 -77.054967,38.93158,0.0 -77.054582,38.932704,0.0 -77.052959,38.933542,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,20008C029,20008C029,20008,C029,WASHINGTON,DC,11,11001,38.9500474989548,-77.055202944794,249,0,249,0,1,1.13.2,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-77.050151,38.953975,0.0 -77.050288,38.954176,0.0 -77.051991,38.955622,0.0 -77.052419,38.956101,0.0 -77.052654,38.956575,0.0 -77.052851,38.957754,0.0 -77.054062,38.957702,0.0 -77.055074,38.956946,0.0 -77.055592,38.95615,0.0 -77.056198,38.954432,0.0 -77.056203,38.95394,0.0 -77.056296,38.953741,0.0 -77.056781,38.953548,0.0 -77.056927,38.952997,0.0 -77.057744,38.952566,0.0 -77.058363,38.952046,0.0 -77.059633,38.951834,0.0 -77.061632,38.951849,0.0 -77.06164,38.947894,0.0 -77.064854,38.947893,0.0 -77.063798,38.946414,0.0 -77.063522,38.946267,0.0 -77.062656,38.946106,0.0 -77.0622,38.945854,0.0 -77.061722,38.945868,0.0 -77.061644,38.945779,0.0 -77.061266,38.945678,0.0 -77.060895,38.945706,0.0 -77.060628,38.946037,0.0 -77.060271,38.946148,0.0 -77.059984,38.946139,0.0 -77.059509,38.945818,0.0 -77.058903,38.945944,0.0 -77.0577,38.946001,0.0 -77.057145,38.945913,0.0 -77.05623,38.946297,0.0 -77.055921,38.946342,0.0 -77.055574,38.946585,0.0 -77.0547,38.946518,0.0 -77.053404,38.945946,0.0 -77.052242,38.94515,0.0 -77.051836,38.945118,0.0 -77.0517,38.945376,0.0 -77.051557,38.945442,0.0 -77.051007,38.945369,0.0 -77.050331,38.944721,0.0 -77.050162,38.944943,0.0 -77.050179,38.945181,0.0 -77.050589,38.945755,0.0 -77.051034,38.945995,0.0 -77.051064,38.946201,0.0 -77.050524,38.946322,0.0 -77.050157,38.946231,0.0 -77.049681,38.9458,0.0 -77.049588,38.945265,0.0 -77.049451,38.945181,0.0 -77.049238,38.945189,0.0 -77.049011,38.945393,0.0 -77.04875,38.946006,0.0 -77.04779,38.947105,0.0 -77.047715,38.94735,0.0 -77.047771,38.94755,0.0 -77.048365,38.948294,0.0 -77.048175,38.949147,0.0 -77.048221,38.949454,0.0 -77.048458,38.949538,0.0 -77.049157,38.94924,0.0 -77.049748,38.949243,0.0 -77.050148,38.949475,0.0 -77.050164,38.949837,0.0 -77.050172,38.950128,0.0 -77.050701,38.951326,0.0 -77.051037,38.952641,0.0 -77.050932,38.952886,0.0 -77.050416,38.95304,0.0 -77.050224,38.953195,0.0 -77.050151,38.953975,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,20008C006,20008C006,20008,C006,WASHINGTON,DC,11,11001,38.9465342475499,-77.0705366098456,327,36,291,0,1,1.13.2,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-77.069315,38.943161,0.0 -77.069823,38.944031,0.0 -77.06985,38.946278,0.0 -77.067646,38.946253,0.0 -77.06694,38.946933,0.0 -77.066908,38.947895,0.0 -77.069844,38.947897,0.0 -77.069843,38.948792,0.0 -77.069845,38.949686,0.0 -77.07212,38.949686,0.0 -77.07253,38.948585,0.0 -77.072578,38.947899,0.0 -77.072347,38.947089,0.0 -77.071733,38.946279,0.0 -77.072414,38.946278,0.0 -77.072414,38.944777,0.0 -77.072412,38.943166,0.0 -77.069315,38.943161,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
,20008C038,20008C038,20008,C038,WASHINGTON,DC,11,11001,38.9396622265888,-77.0636127883571,940,940,0,0,14,1.13.2,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-77.060058,38.938226,0.0 -77.061517,38.940735,0.0 -77.061654,38.940972,0.0 -77.06217,38.940953,0.0 -77.064707,38.940497,0.0 -77.065807,38.940485,0.0 -77.067109,38.940656,0.0 -77.067437,38.940605,0.0 -77.067653,38.940455,0.0 -77.067317,38.939668,0.0 -77.066799,38.939083,0.0 -77.064344,38.939043,0.0 -77.063522,38.938877,0.0 -77.062684,38.93856,0.0 -77.061359,38.938236,0.0 -77.060058,38.938226,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
